"ï»¿""Local Authorities""",Name,"Admission Rates (Age-Standardised) per 100,000 population (FY 01/02)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 02/03)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 04/05)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 06/07)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 10/11)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 01/02)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 02/03)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 04/05)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 06/07)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 10/11)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 01/02)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 02/03)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 04/05)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 06/07)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 10/11)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 01/02)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 02/03)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 04/05)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 06/07)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 10/11)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 01/02)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 02/03)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 04/05)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 06/07)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 10/11)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 01/02)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 02/03)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 04/05)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 06/07)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 10/11)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 01/02)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 02/03)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 04/05)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 06/07)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 10/11)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population (FY 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 01/02)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 02/03)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 04/05)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 06/07)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 10/11)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females (FY 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 01/02)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 02/03)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 04/05)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 06/07)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 10/11)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males (FY 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Admission Rates (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 01/02)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 02/03)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 04/05)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 06/07)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 10/11)",Numerator,"Persons (Age-Standardised) per 100,000 population (FY 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 01/02)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 02/03)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 04/05)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 06/07)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 10/11)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females (FY 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Females - 3 Yr Range(FY 09/10 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 01/02)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 02/03)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 04/05)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 06/07)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 10/11)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males (FY 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 02/03 - 03/04)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 04/05 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 06/07 - 07/08)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 08/09 - 09/10)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 2 Yr Range (FY 10/11 - 11/12)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 03/04 - 05/06)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 06/07 - 08/09)",Numerator,"Persons (Age-Standardised) per 100,000 population, Males - 3 Yr Range(FY 09/10 - 11/12)",Numerator
00NA,Isle of Anglesey,371.08,243,335.06,223,428.11,286,489.02,322,487.84,325,567.37,392,604.11,422,619.47,439,534.25,385,519.26,373,541,369,381.43,509,488.96,647,586.5,814,577.38,824,530.33,742,468.69,933,597.45,1253,531.29,1127,205.73,66,215.45,72,253.7,90,326.3,112,259.1,91,376.06,131,354.36,123,394.16,141,351.95,126,292.52,111,394.56,140,234.41,162,292.76,203,365.54,254,372.6,267,343.6,251,279.38,293,375.53,395,346.73,377,543.73,177,461.79,151,604.31,196,651.6,210,720.86,234,765.39,261,862.86,299,855.7,298,730.19,259,752.95,262,694.47,229,533.11,347,687.29,444,815.32,560,794.09,557,724.02,491,659.87,640,828.07,858,724.36,750,266.95,172,273.03,180,324.95,219,361.6,239,367.84,247,401.43,276,450.63,312,430.65,298,413.93,284,384.48,263,366.54,246,298.93,399,364.78,486,426.55,588,422.76,582,375.57,509,351.5,705,427.75,886,387.92,793,181.06,57,186.19,62,225.06,79,263.62,87,223.87,77,284.07,98,292.85,103,280.88,97,268.83,95,217.26,79,248.42,87,205.49,141,243.92,164,288.52,201,274.78,192,232.84,166,237.22,243,286.08,298,245.03,261,357.2,115,364.62,118,427.84,140,460.64,152,513.26,170,523.76,178,615.57,209,588.76,201,568.11,189,555.63,184,490.38,159,396.4,258,486.83,322,570.59,387,579.16,390,523.04,343,467.38,462,576.18,588,536.47,532,904.91,689,953.31,755,1116.67,907,1277.84,1059,1359.81,1170,1498.7,1303,1604.15,1420,1706.26,1562,1580.05,1482,1586.49,1503,1711.88,1616,1035.11,1662,1319.32,2229,1552.62,2723,1643.17,3044,1649.59,3119,1252.21,3137,1604.29,4285,1626.07,4601,620.05,241,671.01,280,791.29,350,859.79,385,900.12,412,1040.97,473,1087.42,506,1175.2,564,1166.57,565,1074.63,549,1316.63,648,731.13,630,879.02,797,1064.86,979,1169.87,1129,1195.68,1197,849.43,1147,1102.02,1542,1186.22,1763,1219.81,449,1270.41,475,1469.99,557,1732.81,674,1866.89,758,2007.52,830,2170.34,914,2300.21,998,2054.15,917,2148.26,953,2163.19,968,1370.48,1032,1801.92,1432,2090.71,1744,2177.79,1915,2156.69,1922,1693.12,1990,2161.1,2743,2120.98,2839,677.16,515,737.71,580,832.71,679,909.04,750,970.08,822,1040.95,892,1141.87,991,1142.05,1018,1093.43,972,1070.56,970,1091.47,1006,785.25,1259,939.53,1572,1092.13,1883,1117.8,1990,1081.1,1976,904.18,2251,1108.8,2901,1084.87,2948,508.62,197,528.71,222,639.68,280,664.67,293,690.31,311,759.36,342,818.1,374,811.11,379,813.88,379,740.65,359,790.99,387,583.98,502,677.25,605,789.05,715,811.96,759,765.81,746,664.51,884,796.4,1095,782.09,1126,867.25,318,970.61,359,1048.94,399,1175.45,457,1278.48,511,1353.4,551,1498.35,617,1510.9,639,1406.06,593,1431.16,611,1427.58,619,1010.07,758,1227.1,968,1427.13,1168,1458.83,1231,1429.55,1230,1168.63,1367,1455.13,1807,1420.35,1822
00NC,Gwynedd,367.56,411,361.63,410,435.96,500,489.31,566,508.05,573,588.22,690,586.67,693,554.01,668,574.14,681,539.87,653,605.57,722,399.05,910,498.32,1139,586.96,1383,563.63,1349,572.32,1375,477.33,1639,576.61,2051,572.68,2056,277.23,157,221.7,128,346.13,203,337.37,198,404.92,230,491.54,291,421.05,251,366.99,225,375.47,224,364.88,222,400.27,239,284.08,331,371.21,428,455.41,542,371.13,449,382.79,461,362.81,631,426.92,767,380.08,685,464.81,254,509.79,282,531.09,297,646.56,368,614.34,343,691.82,399,759.21,442,747.61,443,779.56,457,719.92,431,819.92,483,520.67,579,630.16,711,725.41,841,762.92,900,768.87,914,596.75,1008,733.45,1284,772.48,1371,275.18,309,277.3,316,316.9,367,358.31,421,359.41,405,426.55,499,430.95,511,396.68,470,386.54,454,361.51,431,398.72,475,297.4,683,358.63,826,428.45,1010,391.37,924,379.84,906,344.68,1193,418.17,1480,381.78,1360,216.27,123,180.08,104,264.09,155,252.7,151,292.93,167,342.09,202,315.45,191,259.89,157,287.77,168,257.37,155,299.51,178,222.28,259,272.74,318,328.46,393,273.76,325,278.43,333,269.92,473,306.1,550,281.31,501,338.96,186,380.9,212,373.8,212,468.1,270,428.84,238,516.2,297,551.8,320,538.29,313,489.13,286,468.84,276,502.95,297,377.63,424,448.29,508,533.82,617,513.39,599,485.24,573,423.29,720,535.64,930,486.23,859,908.37,1210,952.16,1284,1098.61,1517,1249.03,1763,1332.49,1906,1490.78,2173,1547.2,2298,1627.75,2512,1580.72,2409,1585.26,2461,1750.46,2735,1025.67,2801,1290.53,3669,1518.36,4470,1603.5,4921,1667.38,5196,1226.42,5186,1555.8,6982,1638.41,7604,682.8,479,673.52,486,848.98,619,885.96,668,980.89,732,1157.14,884,1097.54,862,1118.2,942,1092.08,896,1056.46,881,1203.43,1018,761.42,1105,933.32,1400,1126.51,1746,1105.2,1838,1130.05,1900,905.1,2019,1124.67,2688,1117.13,2796,1171.64,731,1267.83,797,1387.69,898,1657.46,1095,1737.93,1173,1878.42,1289,2056,1435,2192.98,1570,2128.54,1512,2171.33,1580,2361.19,1717,1328.1,1696,1698.04,2268,1966.94,2724,2159.54,3082,2264.92,3296,1595.01,3167,2043.91,4294,2219.85,4808,680.77,909,706.21,954,781.48,1088,890.1,1255,931.2,1323,1033.23,1492,1075.15,1575,1076.33,1609,1042.43,1555,1022.81,1553,1111.4,1685,744.14,2042,910.46,2578,1053.89,3067,1058.95,3164,1066.76,3238,867.4,3666,1061.84,4677,1058.41,4793,524.81,372,518.35,376,623.52,461,651.52,493,716.42,535,810.5,622,787.13,618,757.96,613,776.07,609,726.9,588,818.41,659,571.02,837,683.75,1028,798.49,1240,766.97,1221,772.49,1247,663.65,1489,785.39,1853,773.52,1856,865.02,537,919.61,578,966.38,627,1159.05,762,1180.86,788,1287.39,870,1398.77,957,1428.45,997,1343.13,946,1350.68,965,1438.51,1026,943.34,1205,1170.04,1550,1343.07,1827,1385.18,1943,1393.77,1992,1102.3,2177,1372.4,2824,1376.57,2938
